ул.Каширская, д.71;Обычный;11.2923;56.285358;44.069318
ул.Верхнепечерская, д.14б;Обычный;8.65179;56.226394;43.854072
ул.Тюленина, д.4;Обычный;8.81667;56.517266;43.558131
г.Балахна, ул.Коммунистическая, д.18;Обычный;5.01429;56.645366;43.471974
г.Городец, ул.Колхозная, д.1;Обычный;6.42321;56.503195;43.603227
г.Балахна, ул.Дзержинского, д.50;Обычный;4.54107;56.520226;43.549966
г.Балахна, ул.Коммунистическая, д.1/2;Обычный;0;56.639585;43.39462
г.Заволжье, ул. Мичурина, д. 26;Обычный;3.85119;56.67275;43.458409
г.Городец, ул.З.Серого, д.12;Обычный;0;56.663753;43.469072
г.Городец, ул.Республиканская,  71а;Обычный;8.8381;56.783017;44.466086
ул.Школьная, д.51;Обычный;7.59167;56.142987;44.187895
г.Кстово, 2-й микрорайон, д.25;Обычный;3.86845;56.156024;44.211764
г.Кстово, пр.Капитана Рачкова, д.13;Обычный;0;56.358347;44.054091
г.Бор, ул.Ленина, д.130;Обычный;4.11905;56.335715;44.108583
г.Бор, ул.Максимова, д.7;Обычный;0;56.10535;43.518363
г.Богородск, ул. Ленина, 205а;Обычный;5.80833;56.098582;43.47466
г.Богородск, ул.Туркова, д.10;Обычный;7.63036;56.033274;43.886133
ул.Ключевая, д.66а;Обычный;2;55.380319;43.825578
ул.Пушкина, д.22;Обычный;6.12202;56.367413;44.110919
ул.Радужная, д.9;Обычный;1.71726;56.319295;44.021087
ул.М.Горького, д.218/22;Обычный;20.4996;56.330944;43.871922
ул.Березовская, д.103;Обычный;33.0521;56.323503;43.945314
Московское шоссе, д.9;Обычный;8;56.281716;43.982504
ул.Медицинская, д.1а;Обычный;3.18333;56.338305;43.954809
ул. Бетанкура, 1;Евро;17.069;56.324157;44.001351
ул.Б.Покровская, д.13;Обычный;0;56.296359;44.066668
ул.Лопатина, д.6;Обычный;17.3726;56.215273;43.53579
ул.Дачная, д.1б;Обычный;2.625;56.289126;43.938505
ул.Баха, д.2;Обычный;1.83036;56.285198;43.893275
ул.Аксакова, д.32а;Обычный;2.25;56.293587;43.892835
ул.Ижевская, д.76;Обычный;6.5625;56.345449;44.104837
ул.Тургенева, д.30;Обычный;0;56.300515;44.077708
ул.Родионова, д.199, к.1;Обычный;0;56.320428;44.018581
ул.Ковалихинская, д.49а;Обычный;0;56.32762;44.011511
ул.Минина, д.3в;Обычный;0;56.315535;43.982424
ул.М.Ямская, д.9а;Обычный;0;55.376565;43.820547
ул.Володарского, д.63;Обычный;0;56.324132;44.018033
ул.Ульянова, д.35;Обычный;0;56.314926;43.989179
ул.Маслякова, д.8;Обычный;0;56.297503;44.074699
Казанское шоссе, д.3б;Обычный;0;56.325285;43.990652
пер.Крутой, д.11;Обычный;0;56.317677;44.047237
ул.Донецкая, д.4а;Обычный;0;56.291993;44.066183
ул.Касьянова, д.6а;Обычный;0;56.308695;43.98369
ул.Ильинская, д.168;Обычный;0;56.323632;44.017934
